ɛ	i	114
ʌ	j	113
oʊ	h	113
oʊ	j	113
t͈ɕ	o	113
aɪ	pʰ	113
tɕʰ	iu	113
ɡ	ɪa	113
o	ʈʂʰ	111
t	ɪa	111
u	ɪ	110
k	ʊ	110
f	ʊ	110
aʊ	z	110
j	æ	110
ɔ	ʒ	110
u	ɥ	110
p	k	109
s	aʊ	109
p	f	109
kʰ	ʌ	109
ʌ	tʰ	109
r	w	108
o	ʔ	108
k	tʃ	107
m	ɾ	107
ɔɪ	d	106
tʃ	t	106
a	y	106
ɑʊ	tsʰ	106
kʰ	oʊ	106
h	ɪa	106
eɪ	ɝ	105
oʊ	ɪ	105
eɪ	kʰ	105
p	ɔɪ	104
e	ɛ̃	104
ʌ	pʰ	104
ɨ	p	104
y	v	103
v	d	102
θ	ɔ	102
u	ɛ	102
b	ɥ	102
e	y	102
tʰ	e	102
aɪ	ʐ	102
oʊ	tʰ	102
ɑʊ	i	102
ɔ	θ	101
aʊ	m	101
aʊ	ɫ	101
u	ɝ	101
ts	ui	101
m	aʊ	100
aʊ	b	100
u	θ	100
t͈ɕ	ʌ	100
x	aɪ	100
u	ə	100
e	ts	100
aɪ	ɪ	99
k	d	99
aɪ	oʊ	99
u	dʒ	99
dʑ	d	99
ɨ	x	99
a	p̚	99
tʃ	eɪ	98
aʊ	k	98
ɫ	tʃ	97
ʒ	ø	97
t͈ɕ	u	97
kʰ	e	97
oʊ	x	97
l	aʊ	97
ɡ	ua	97
eɪ	i	96
p	ø	96
ø	n	96
eɪ	pʰ	96
oʊ	tɕʰ	96
ʃ	aɪ	95
ɯ	ɯ	95
ɯ	dʑ	95
o	tsʰ	95
ʔ	l	95
ɕ͈	i	93
θ	ɛ	92
k	f	92
ɔ	g	92
m	ɛ̃	92
kʰ	aɪ	92
x	ɑʊ	92
t	ɯ	91
e	kʰ	91
eɪ	ʌ	90
e	ʈʂ	90
tsʰ	o	90
ɤ	tʰ	90
kʰ	ɔ	90
a	t̚	90
ɝ	ɝ	89
ɫ	r	89
t	p	89
u	a	89
k͈	i	89
oʊ	tʃ	88
dʒ	eɪ	88
oʊ	ts	88
k	ue	88
ʌ	ð	87
dʒ	ɔ	87
t͈	o	87
s	ua	87
ɔɪ	s	86
tsʰ	aʊ	86
ua	ʔ	86
t	ɪo	86
b	ʒ	85
ʒ	ɔ̃	85
ɔ̃	ʃ	85
i	ɥ	85
tsʰ	i	85
aɪ	i	84
aʊ	ʌ	84
j	ɔ̃	84
p͈	u	84
e	x	84
tɕ	ɪo	84
p	ʊ	83
ɛ	ð	83
ɑ	w	83
ɡ	d	83
oʊ	ɝ	83
k	ɛ̃	83
l	ɯ	83
ɕ	iu	83
aʊ	r	82
ʒ	ɝ	82
u	u	82
ɑ	h	81
ʒ	ɔ	81
e	ɔ	81
g	ø	81
g	k	81
s	dʑ	81
u	y	81
ɤ	m	81
h	ɥ	80
ʐ	ɨ	80
ɑʊ	ɥ	80
ɨ	tʰ	80
s	ɤ	80
k̚	k	80
m	r	79
s	r	79
ŋ	t͈	79
p͈	ʌ	79
ɨ	l	79
t̚	k	79
b	n	78
u	eɪ	78
ʌ	r	78
ʒ	n	78
ɯ	kʰ	78
h	ɰ	78
ɪa	t̚	78
tʰ	ɔ	78
ts	ɔ	78
ɫ	ʊ	77
t	ʊ	77
ɔ	v	77
ɨ	k	77
ɤ	i	77
ʔ	t	77
h	ʊ	76
ɑ	θ	76
m	ʁ	76
pʰ	e	76
ʌ	u	76
r	h	75
oʊ	i	75
m	ɥ	75
o	ʐ	75
tʃ	aɪ	74
t͈	ɛ	74
ɤ	tɕʰ	74
ɪ	ʒ	73
θ	ɑ	73
ʊ	ʃ	73
ʃ	k	73
b	ɾ	73
ɛ	tʰ	73
i	t͈	73
x	oʊ	73
ʈʂ	ɑʊ	73
ɨ	f	73
ʔ	p	73
tʃ	oʊ	72
ʊ	t	72
f	ɥ	72
ʈʂ	oʊ	72
kʰ	ɪa	72
ɕ	ɪaʊ	72
oʊ	dʒ	71
f	aʊ	71
eɪ	ɪ	71
ɔɪ	z	71
s	v	71
oʊ	ʈʂʰ	71
ɨ	ʈʂʰ	71
oʊ	w	70
m	ʊ	70
ʃ	ø	70
i	s͈	70
aʊ	l	70
ɫ	dʒ	69
ʃ	ʊ	69
ɛ	ə	69
ɤ	ʈʂʰ	69
eɪ	tsʰ	69
t̚	l	69
i	p̚	69
d	ɔ̃	68
y	ə	68
ɕ	u	68
ɔɪ	t	67
aɪ	æ	67
ɥ	ø	67
ɥ	ə	67
b	ø	67
n	t͈ɕ	67
ɛ	k͈	67
s͈	ʌ	67
nh	d	67
e	ʈʂʰ	67
ɪa	ŋ	67
dʒ	ɔɪ	66
a	nh	66
ɤ	j	66
aʊ	h	65
s͈	d	65
oʊ	pʰ	65
ɨ	j	65
ɨ	tɕʰ	65
k̚	t	65
t̚	t	65
v	ɔɪ	64
w	u	64
ø	k	64
ʌ	o	64
o	k͈	64
ts	ɑʊ	64
ɪa	p̚	64
i	ʔ	64
j	eɪ	63
i	θ	63
aʊ	p	63
n	ɛ̃	63
ʌ	k͈	63
m	kʰ	63
e	ʌ	63
tsʰ	ə	63
ɤ	s	63
k	ui	63
ts	ua	63
ts	h	63
h	ue	63
ɛ	w	62
f	ø	62
n	ɰ	62
o	ɥ	62
tʰ	ɪa	62
b	k	61
i	y	61
ø	d	61
g	kʰ	61
kʰ	ə	61
ʈʂʰ	ɤ	61
tsʰ	ui	61
ã	t	61
s	ɡ	60
t	d	60
d	ɛ̃	60
ɛ	a	60
ç	ɯ	60
ŋ	ɰ	60
ɨ	m	60
ɝ	ɔ	59
ɛ	ʒ	59
e	ŋ	59
ɤ	ʐ	59
ts	ue	59
ʔ	kʰ	59
â	n	59
ɔɪ	ʌ	58
aɪ	h	58
ɔ	h	58
ʌ	ɕ	58
g	k͈	58
ʂ	ɑʊ	58
̯	t	58
kʰ	ua	58
b	ue	58
eɪ	ʒ	57
v	n	57
ɡ	aʊ	57
ø	p	57
p͈	i	57
ɨ	ʐ	57
ɫ	θ	56
z	k	56
aʊ	θ	56
aɪ	u	56
o	ɛ	56
oʊ	ʐ	56
k̚	h	56
eɪ	oʊ	55
ɝ	u	55
aɪ	ɑ	55
v	ø	55
tʰ	n	55
ʌ	t͈	55
ɤ	ts	55
y	ɕ	55
ɨ	ts	55
p	ɪa	55
aɪ	dʒ	54
dʒ	aɪ	54
tʃ	m	54
k	ɔɪ	54
u	k͈	54
k͈	ɛ	54
ʔ	h	54
ã	k	54
ui	kʰ	54
f	n	53
ʃ	b	53
k	ø	53
p͈	ɛ	53
ts	ə	53
̯	p	53
ui	k	53
k̚	l	53
aʊ	kʰ	53
iu	k	53
d	ʊ	52
f	m	52
ɔ	i	52
l	ʒ	52
j	y	52
s	ʁ	52
z	ɥ	52
ŋ	k͈	52
eɪ	r	51
θ	æ	51
θ	w	51
k	v	51
ɨ	i	51
tɕ	iu	51
kʰ	ui	51
b	v	50
θ	ɫ	50
t	ɔɪ	50
n	ʊ	50
p	m	50
t	l	50
y	j	50
g	t	50
k͈	w	50
pʰ	d	50
pʰ	oʊ	50
ɪaʊ	k	50
ɪo	k̚	50
ʔ	s	50
ɑ	j	49
d	p	49
ɔɪ	ɝ	49
s͈	u	49
aɪ	tsʰ	49
ts	oʊ	49
m	ts	49
n	ɔɪ	48
ɫ	ʃ	48
ɡ	s	48
p	h	48
j	ɪ	48
y	ʂ	48
ɑʊ	y	48
ɨ	w	48
i	ũ	48
ʔ	ts	48
dʒ	m	47
eɪ	h	47
eɪ	tʃ	47
ɑ	ʒ	47
e	u	47
o	ə	47
ʌ	t͈ɕ	47
n	t͈	47
a	t͈	47
ɤ	f	47
oʊ	kʰ	47
ɑ	i	46
aʊ	tʃ	46
m	t͈ɕ	46
p͈	o	46
ɯ	pʰ	46
iu	l	46
tsʰ	e	46
s	ue	46
ua	t̚	46
ʔ	tʰ	46
k	p	45
t͈	ɥ	45
ɨ	s	45
m	tɕ	45
ã	l	45
t̚	ɕ	45
æ	h	44
f	k	44
p͈	j	44
l	ɕ͈	44
a	ʌ	44
ɛ	u	44
y	ʈʂ	44
tsʰ	ɑʊ	44
ɕ	ĩ	44
̍	h	44
ʔ	b	44
ɔ	kʰ	44
aʊ	ɕ	44
k	ɪo	44
z	v	43
u	ɑ	43
ø	v	43
dʑ	ɥ	43
e	tsʰ	43
y	tɕ	43
l	ua	43
ts	n	43
ue	k	43
ua	k	43
d	t	42
ð	i	42
tʃ	ɔ	42
h	n	42
z	ø	42
kʰ	j	42
a	ĩ	42
aʊ	ts	42
ts	e	42
t̚	tʰ	42
m	ɡ	41
v	s	41
a	ɔ	41
a	p͈	41
g	t͈	41
ŋ	ə	41
e	ʐ	41
ɤ	pʰ	41
k̚	b	41
s	ã	41
k̚	ɕ	41
ã	h	41
pʰ	ɔ	41
ʔ	tsʰ	41
k̚	kʰ	41
aʊ	ɡ	40
m	ɔɪ	40
m	k͈	40
i	ɚ	40
ʈʂʰ	oʊ	40
aɪ	ɥ	40
ui	t	40
ʔ	tɕ	40
ʔ	ɕ	40
ɔ	ɕ	40
aɪ	ɛ	39
aʊ	i	39
ʁ	ʁ	39
ø	g	39
a	lg	39
eɪ	ɥ	39
aʊ	tʰ	39
l	ɪaʊ	39
ts	aʊ	39
tɕʰ	ĩ	39
l	iu	39
kʰ	aʊ	39
eɪ	ŋ	38
d	ʃ	38
y	ɛ	38
ɛ̃	ʃ	38
o	ɔ	38
m	l	38
i	t͈ɕ	38
ʌ	lb	38
θ	aɪ	37
ɔ	j	37
y	a	37
ɔ̃	z	37
g	ʒ	37
ŋ	ɯ	37
kʰ	ɛ	37
s	t͈ɕ	37
ts	ɤ	37
ɤ	w	37
ɤ	n	37
ɤ	tsʰ	37
ua	l	37
b	ô	37
tsʰ	ɔ	37
ð	ʌ	36
tʃ	ɫ	36
t	ɡ	36
j	j	36
œ̃	t	36
ɤ	kʰ	36
iu	t	36
tsʰ	ua	36
ɪ	ð	35
oʊ	θ	35
ɑ	ð	35
ʁ	œ̃	35
n	k͈	35
g	p͈	35
eɪ	ə	35
u	ɚ	35
̯	tʰ	35
ʈʂʰ	ɑʊ	35
ɨ	n	35
ã	ɕ	35
k	iu	35
d	ɔɪ	34
ɪ	h	34
æ	ð	34
p	tʃ	34
dʒ	ʊ	34
f	ɛ̃	34
v	g	34
ɥ	ɛ̃	34
ø	f	34
o	y	34
oʊ	tsʰ	34
ɪaʊ	l	34
tɕʰ	ɪo	34
k̚	s	34
iu	h	34
oʊ	ɛ	33
aɪ	ʃ	33
ʌ	i	33
s	ʒ	33
a	ɛ	33
h	h	33
e	ɰ	33
ɨ	tsʰ	33
ɨ	kʰ	33
ã	kʰ	33
ʔ	pʰ	33
ɝ	ð	32
t	v	32
ʊ	m	32
ʊ	n	32
ŋ	ɛ	32
aɪ	ŋ	32
g	ɛ̃	32
s͈	o	32
ʐ	ɤ	32
l	oʊ	32
t̚	kʰ	32
ue	t	32
aʊ	tɕ	32
tʰ	ua	32
ɪo	k	32
ɔ	tʰ	32
t̚	b	32
ĩ	k	32
oʊ	ʒ	31
ɡ	b	31
ɡ	h	31
p	b	31
ɛ	ʌ	31
m	p͈	31
̯	k	31
tsʰ	n	31
ɔ	tɕ	31
ui	l	31
à	n	31
ã	b	31
t	ɪaʊ	31
ɪaʊ	ɕ	31
i	̍	31
t̚	tɕ	31
̍	t	31
z	t	30
ɝ	ʒ	30
eɪ	θ	30
ɔ	tʃ	30
z	p	30
d	ɡ	30
oʊ	ɑ	30
ʃ	aʊ	30
u	oʊ	30
l	ɰ	30
ɯ	lg	30
e	k͈	30
a	ndʑ	30
lg	d	30
ɨ	pʰ	30
aɪ	y	30
ã	s	30
tɕ	ĩ	30
s	ui	30
n	iu	30
ue	ɕ	30
θ	oʊ	29
l	ʃ	29
ø	s	29
ɔ̃	ʁ	29
ɛ	kʰ	29
o	t͈	29
eɪ	y	29
ɑʊ	ə	29
ʔ	tɕʰ	29
ã	tʰ	29
g	ts	29
ua	s	29
t̚	h	29
l	â	29
b	dʒ	28
b	t	28
s	θ	28
aʊ	ɪ	28
h	ɔɪ	28
r	j	28
ɝ	aʊ	28
b	ɛ̃	28
z	ɔ̃	28
ɾ	ɾ	28
ʌ	kʰ	28
i	p͈	28
u	t͈	28
t͈ɕ	ɛ	28
o	ɚ	28
̯	tɕʰ	28
ɔ	tsʰ	28
ɔ	ts	28
h	ɪo	28
ue	l	28
ue	h	28
k̚	p	28
ua	t	28
k̚	tɕ	28
θ	k	27
z	r	27
m	ʃ	27
ŋ	ɔ	27
l	z	27
b	s͈	27
d	tɕʰ	27
u	t͈ɕ	27
dʑ	tɕʰ	27
ʐ	oʊ	27
ui	h	27
iu	kʰ	27
kʰ	ɪo	27
ua	kʰ	27
h	ui	27
l	ɪo	27
eɪ	ɛ	26
tʃ	r	26
tʃ	k	26
m	t͈	26
e	t͈	26
t͈	e	26
ɯ	k͈	26
̯	m	26
̯	x	26
ɤ	ə	26
y	ts	26
ɪa	h	26
ue	b	26
f	ɔɪ	25
v	aʊ	25
ŋ	ɪ	25
j	d	25
ʒ	ɛ̃	25
i	ɛ̃	25
ʒ	t	25
ŋ	o	25
o	u	25
o	ʌ	25
ʌ	s͈	25
aɪ	ə	25
g	p	25
t̚	ts	25
iu	ts	25
iu	b	25
ue	s	25
oʊ	ŋ	24
θ	m	24
oʊ	r	24
ɔɪ	k	24
j	t	24
ɸ	j	24
ɾ	w	24
ʌ	a	24
ndʑ	d	24
ɑʊ	u	24
̯	l	24
i	á	24
iu	p	24
ɪo	t	24
ts	ɪa	24
ɪo	̍	24
ɪaʊ	t	24
k̚	tsʰ	24
k̚	tɕʰ	24
s	ʃ	23
s	ʊ	23
s	ɔɪ	23
w	ɔɪ	23
ʃ	l	23
l	p͈	23
tɕʰ	g	23
dʑ	h	23
ʈʂ	aɪ	23
ã	p	23
t̚	s	23
ɪa	ɕ	23
h	ts	23
ua	p	23
t̚	p	23
ŋ	ʃ	22
tʃ	b	22
tʃ	w	22
tʃ	f	22
ʒ	ɪ	22
tʃ	aʊ	22
p	d	22
ð	ɛ	22
o	ɛ̃	22
ʒ	ɥ	22
k͈	d	22
m	ɰ	22
o	ɰ	22
ŋ	t͈ɕ	22
ʌ	ʌ	22
ɯ	t͈	22
b	t͈ɕ	22
ɑʊ	a	22
y	ʐ	22
ʈʂʰ	aɪ	22
á	n	22
ɪo	l	22
t	ui	22
pʰ	ɪa	22
aʊ	tsʰ	22
ĩ	t	22
p	ĩ	22
e	̃	22
tɕ	ɪaʊ	22
θ	b	21
ɛ̃	n	21
d	g	21
kʰ	ɥ	21
b	pʰ	21
b	tʰ	21
ĩ	ɕ	21
p	ua	21
p̚	tɕ	21
k̚	tʰ	21
ɪo	tɕ	21
ɪa	̍	21
p̚	t	21
ue	kʰ	21
ue	ʔ	21
aʊ	ʃ	20
θ	n	20
ɔɪ	m	20
u	æ	20
ɑ	oʊ	20
ɥ	o	20
j	ʁ	20
j	k	20
dʑ	b	20
ɯ	tɕʰ	20
e	ɥ	20
aɪ	a	20
̯	ʂ	20
s	ɑʊ	20
ɨ	ɥ	20
ui	b	20
ui	ɕ	20
b	ua	20
ĩ	kʰ	20
u	à	20
oʊ	æ	19
ɔɪ	tʃ	19
ɑ	u	19
tʃ	ʊ	19
dʒ	w	19
ʃ	p	19
ɔ	a	19
j	l	19
ɛ	ɯ	19
dʑ	g	19
g	t͈ɕ	19
m	s͈	19
a	lb	19
̯	ʈʂ	19
̯	ʈʂʰ	19
pʰ	ĩ	19
aʊ	tɕʰ	19
ui	p	19
i	â	19
ua	ɕ	19
t	ĩ	19
iu	s	19
ɪo	kʰ	19
ɪaʊ	h	19
a	̍	19
p̚	l	19
v	m	18
ɡ	f	18
ɔ	dʒ	18
ɔɪ	ɪ	18
ɝ	ɔɪ	18
ð	ɪ	18
u	ð	18
oʊ	ð	18
ɡ	ɔɪ	18
tʃ	n	18
θ	u	18
ɔ	ə	18
n	p͈	18
lg	dʑ	18
u	lg	18
lb	d	18
ɤ	ɥ	18
ɨ	y	18
y	tɕʰ	18
y	tʰ	18
y	w	18
i	ā	18
ĩ	s	18
ʔ	a	18
a	ɪa	18
ã	m	18
kʰ	ue	18
iu	tʰ	18
u	ʔ	18
ʔ	m	18
n	ua	18
ɔ	tɕʰ	18
m	tʃ	17
θ	eɪ	17
eɪ	ɔ	17
ʃ	f	17
eɪ	u	17
ʒ	ɑ	17
j	aɪ	17
ɔ	w	17
ɛ̃	m	17
ø	b	17
ø	o	17
g	ɰ	17
a	ɰ	17
s	k͈	17
lh	d	17
dʑ	j	17
tsʰ	ɤ	17
n	ɤ	17
k̚	ts	17
pʰ	ua	17
iu	tɕ	17
iu	ɕ	17
iu	n	17
ui	ts	17
g	tɕ	17
ã	ts	17
m	̄	17
p̚	ɕ	17
ʊ	ɡ	16
dʒ	ɫ	16
oʊ	eɪ	16
v	k	16
ð	d	16
θ	j	16
θ	aʊ	16
aɪ	tʃ	16
æ	ʒ	16
dʒ	j	16
θ	f	16
ŋ	θ	16
ɛ̃	z	16
j	m	16
pʰ	dʑ	16
tɕʰ	d	16
tʰ	dʑ	16
ŋ	p͈	16
ɛ	p͈	16
pʰ	g	16
h	g	16
kʰ	ɑʊ	16
̯	ts	16
x	eɪ	16
̯	tɕ	16
y	ʈʂʰ	16
y	x	16
i	à	16
aʊ	pʰ	16
t̚	tɕʰ	16
k̚	ɡ	16
ɪa	k	16
m	ua	16
ɪo	tʰ	16
m	tsʰ	16
ɪo	ɕ	16
p̚	tsʰ	16
ɪo	b	16
t̚	a	16
ɪa	k̚	16
î	n	16
k	ɪaʊ	16
m	v	15
p	ɡ	15
eɪ	ð	15
d	tʃ	15
aɪ	ð	15
ʊ	s	15
ɔɪ	r	15
oʊ	ɔ	15
i	ð	15
j	n	15
ɔ	ɪ	15
r	ð	15
j	aʊ	15
b	ɰ	15
i	ɰ	15
tʰ	g	15
ɛ	t͈	15
ʌ	ɥ	15
oʊ	u	15
̯	f	15
̯	s	15
̯	w	15
ɨ	ə	15
ã	tsʰ	15
ɪaʊ	kʰ	15
ĩ	m	15
k	ĩ	15
t̚	ɡ	15
ue	tʰ	15
tʰ	iu	15
p	ue	15
ui	tsʰ	15
ɪa	p	15
ʔ	n	15
iu	tɕʰ	15
ui	tɕʰ	15
f	ɡ	14
z	h	14
eɪ	ɑ	14
ʒ	d	14
ɔɪ	b	14
w	aʊ	14
w	n	14
a	ø	14
ə	a	14
n	ʁ	14
ʃ	ɥ	14
ɛ	o	14
j	v	14
tʰ	b	14
g	s͈	14
tʰ	ɥ	14
t͈	i	14
o	lm	14
lg	h	14
oʊ	ə	14
̯	ɕ	14
tʰ	ɪaʊ	14
ɪa	b	14
t	ã	14
p̚	k	14
t̚	tsʰ	14
p̚	h	14
u	ā	14
ua	tʰ	14
ū	n	14
ɪa	l	14
ŋ	ɪa	14
h	â	14
ua	b	14
i	ũk	14
k	z	13
aʊ	u	13
ʃ	v	13
k	ɡ	13
ð	z	13
k	θ	13
t	tʃ	13
f	b	13
s	dʒ	13
ɔɪ	f	13
i	aɪ	13
dʒ	k	13
ɡ	dʒ	13
ʁ	z	13
z	l	13
ɛ̃	l	13
ɥ	ɔ	13
y	o	13
e	ɔ̃	13
s	pʰ	13
lg	g	13
u	ɯ	13
ɛ	s͈	13
tɕʰ	b	13
e	t͈ɕ	13
ɛ	t͈ɕ	13
p͈	ɯ	13
ɯ	nh	13
ɤ	y	13
ɨ	u	13
oʊ	y	13
ue	p	13
ua	h	13
ɪo	h	13
ui	tɕ	13
ĩ	ts	13
ĩ	l	13
n	ɪaʊ	13
ɪa	ts	13
i	ū	13
iu	a	13
ĩ	tʰ	13
p̚	ts	13
ɪa	t	13
ɪo	s	13
h	b	13
n	ð	12
h	m	12
aʊ	f	12
z	f	12
ɑ	ʌ	12
h	r	12
u	ɔ	12
ʃ	ʁ	12
j	s	12
k͈	j	12
lb	dʑ	12
u	p͈	12
pʰ	s	12
b	t͈	12
dʑ	dʑ	12
ŋ	e	12
a	gs	12
̯	ʐ	12
ũ	l	12
ui	tʰ	12
ĩ	tsʰ	12
t	ue	12
à	i	12
í	n	12
k̚	m	12
ue	a	12
aɪ	ua	12
b	ē	12
ã	i	12
f	d	11
t	dʒ	11
d	θ	11
ɡ	t	11
aɪ	ɔ	11
θ	d	11
ɔ	ʌ	11
ɝ	j	11
z	ɡ	11
m	θ	11
s	t͈	11
tʰ	m	11
m	ɕ͈	11
ŋ	s͈	11
k͈	ɕ	11
lm	g	11
ɕ͈	ɰ	11
y	kʰ	11
̯	n	11
aɪ	ɤ	11
y	i	11
á	i	11
ts	eɪ	11
ɤ	u	11
ua	tsʰ	11
u	ɪa	11
ã	tɕʰ	11
t̚	pʰ	11
k̚	a	11
iu	pʰ	11
b	ɪa	11
ā	n	11
ui	ɡ	11
h	à	11
ã	pʰ	11
pʰ	ue	11
ĩ	a	11
ue	tsʰ	11
ɪo	p	11
ue	tɕʰ	11
g	tsʰ	11
iu	tsʰ	11
ɪa	kʰ	11
ɪaʊ	s	11
á	u	11
i	ũl	11
f	ʃ	10
ɔɪ	oʊ	10
ɡ	p	10
θ	t	10
ɔ	ɝ	10
θ	p	10
k	dʒ	10
ɫ	ɫ	10
f	h	10
f	θ	10
v	ʊ	10
d	l	10
w	ø	10
ɔ̃	l	10
u	o	10
a	s͈	10
a	t͈ɕ	10
tɕʰ	n	10
o	t͈ɕ	10
k͈	e	10
u	s͈	10
lm	d	10
u	lh	10
̯	j	10
y	pʰ	10
eɪ	ɚ	10
m	ɤ	10
eɪ	ɤ	10
kʰ	iu	10
ĩ	b	10
ɔ	pʰ	10
iu	m	10
ɪaʊ	tʰ	10
tɕʰ	ɪaʊ	10
ua	pʰ	10
kʰ	n	10
u	â	10
h	ɪaʊ	10
p̚	p	10
ó	n	10
ĩ	h	10
tʰ	ĩ	10
ue	tɕ	10
n	ɪa	10
h	k	10
ɡ	ɪo	10
p̚	s	10
p̚	b	10
ɪaʊ	p	10
ui	s	10
ī	n	10
k	á	10
ɪa	tʰ	10
z	ʊ	9
aɪ	θ	9
dʒ	s	9
ʊ	b	9
ŋ	r	9
ɛ	ø	9
l	l	9
o	ø	9
u	e	9
w	t	9
ʃ	ɛ̃	9
z	ʁ	9
ɔ̃	m	9
o	p͈	9
ʌ	ɯ	9
ɛ	ɰ	9
n	s͈	9
o	lh	9
a	bs	9
ʌ	p͈	9
ɯ	lh	9
̯	u	9
oʊ	ɥ	9
ʐ	ɑʊ	9
̯	kʰ	9
p̚	tʰ	9
k	uaɪ	9
ā	t	9
à	u	9
l	í	9
h	ó	9
ã	ɡ	9
ɪaʊ	tsʰ	9
ɪaʊ	b	9
ʔ	ɡ	9
ē	b	9
ã	a	9
ue	ts	9
aʊ	ʔ	9
ui	ʔ	9
ɪaʊ	tɕ	9
t	iu	9
n	̄	9
b	ɪo	9
ui	n	9
ɪo	pʰ	9
i	ũh	9
ua	ts	9
i	ũt	9
s	ɪo	9
ã	tɕ	9
d	dʒ	8
v	t	8
aʊ	w	8
ɔɪ	i	8
dʒ	h	8
dʒ	p	8
ʊ	tʃ	8
ɑ	ɪ	8
z	s	8
ɑ	ɛ	8
p	θ	8
ʌ	ʒ	8
u	aɪ	8
aʊ	ɑ	8
j	w	8
f	g	8
ɛ	ɛ	8
t	g	8
ɔ	ɔ	8
\u2006	j	8
pʰ	tɕʰ	8
tɕʰ	s	8
s	s͈	8
t͈	ɰ	8
ndʑ	h	8
ʌ	lg	8
lh	ʌ	8
eɪ	a	8
ŋ	ɤ	8
b	ó	8
ó	o	8
ĩ	p	8
ua	tɕ	8
pʰ	ui	8
g	ɡ	8
k̚	pʰ	8
h	á	8
m	ɪa	8
ɪo	tɕʰ	8
ua	tɕʰ	8
p̚	tɕʰ	8
p̚	kʰ	8
ts	ò	8
tʃ	j	7
aʊ	j	7
tʃ	d	7
θ	ɡ	7
ʃ	ɔɪ	7
ɔɪ	ɡ	7
ɔɪ	ɛ	7
tʃ	ɔɪ	7
aʊ	dʒ	7
i	aʊ	7
æ	w	7
dʒ	n	7
v	tʃ	7
ʒ	k	7
ð	aɪ	7
p	z	7
p	dʒ	7
ø	ɔ	7
j	p	7
f	œ̃	7
i	ø	7
v	l	7
ʌ	ɰ	7
s	tɕʰ	7
lg	s	7
e	s͈	7
dʑ	m	7
lb	g	7
i	lh	7
ɯ	ʌ	7
s͈	w	7
ɯ	s͈	7
s͈	ɛ	7
s	p͈	7
a	lm	7
̯	pʰ	7
ɥ	eɪ	7
ō	n	7
ue	ɡ	7
h	p	7
u	ĩ	7
ô	ts	7
t̚	m	7
k	ã	7
ĩ	tɕʰ	7
ŋ	ŋ	7
ã	n	7
ĩ	n	7
ʔ	i	7
ua	ĩ	7
h	iu	7
ā	u	7
̄	t	7
̍	k	7
aʊ	ɪo	7
g	ua	7
̄	g	7
h	t	7
t	ā	7
ɪa	tɕ	7
ɪa	pʰ	7
â	u	7
i	ũb	7
h	ī	7
i	ũs	7
ɪaʊ	ɡ	7
k̚	i	7
u	í	7
n	á	7
eɪ	eɪ	6
tʃ	h	6
r	ʒ	6
ɔɪ	ɑ	6
dʒ	t	6
n	ʒ	6
b	tʃ	6
aɪ	eɪ	6
ʌ	ɛ	6
θ	v	6
h	ɫ	6
dʒ	aʊ	6
b	f	6
θ	h	6
ʒ	aʊ	6
ɔ̃	n	6
j	ʃ	6
tʰ	tɕʰ	6
ʌ	gs	6
ʌ	ɕ͈	6
pʰ	b	6
b	ɕ͈	6
s	ɕ	6
ɛ	ɥ	6
i	lg	6
tɕʰ	m	6
o	s͈	6
gs	b	6
d	dʑ	6
lg	ʌ	6
k͈	ɥ	6
t͈ɕ	ɯ	6
lb	t͈ɕ	6
ɨ	ɚ	6
y	ɥ	6
oʊ	a	6
w	ɑʊ	6
ɨ	a	6
y	u	6
ɪaʊ	pʰ	6
ũ	k	6
ua	m	6
ô	t	6
n	̂	6
ē	k	6
ɪaʊ	ʔ	6
h	ù	6
ô	k	6
p	ē	6
b	ú	6
ɪo	ts	6
t	ts	6
t̚	ua	6
ui	i	6
h	ā	6
ui	pʰ	6
ɔ	u	6
l	ā	6
ɪo	ɡ	6
ì	n	6
h	ô	6
ua	ɡ	6
ô	l	6
s	í	6
ɪo	m	6
i	ũtʰ	6
kʰ	ĩ	6
ɪaʊ	tɕʰ	6
ũl	a	6
pʰ	ã	6
̃	kʰ	6
s	ì	6
b	p	5
b	ʃ	5
ɑ	ɝ	5
eɪ	aɪ	5
ð	oʊ	5
ð	m	5
ʃ	d	5
ɔ	ɛ	5
aʊ	ŋ	5
eɪ	aʊ	5
ɡ	ʃ	5
ʊ	f	5
aʊ	v	5
ɔɪ	v	5
ŋ	dʒ	5
dʒ	f	5
aʊ	ð	5
t	θ	5
ɔɪ	ʃ	5
ʒ	oʊ	5
aɪ	aɪ	5
dʒ	r	5
z	ɔɪ	5
ʊ	h	5
z	aʊ	5
ð	æ	5
ð	aʊ	5
z	g	5
o	ɔ̃	5
ɔ̃	e	5
j	b	5
ɔ	e	5
y	ø	5
lg	ɯ	5
pʰ	m	5
pʰ	n	5
b	k͈	5
tʰ	s	5
g	ɕ͈	5
e	p͈	5
h	dʑ	5
bs	ʌ	5
a	lh	5
t͈ɕ	w	5
ltʰ	d	5
o	gs	5
ʂ	aɪ	5
̯	i	5
ɤ	a	5
i	ō	5
aʊ	ɪa	5
n	ɪo	5
ʔ	u	5
ɪaʊ	n	5
̍	p	5
ɪaʊ	ts	5
k	ī	5
ʔ	ua	5
p	à	5
ts	î	5
s	è	5
p̚	a	5
̄	ts	5
p̚	m	5
uaɪ	l	5
ʔ	e	5
h	uaɪ	5
kʰ	ɪaʊ	5
